"Notes"	"Residence County"	"Residence County Code"	Deaths	Population	Crude Rate
	"Jackson County, AR"	"05067"	121	16636	727.3
	"Jefferson County, AR"	"05069"	368	65377	562.9
	"Johnson County, AR"	"05071"	115	26513	433.7
	"Lafayette County, AR"	"05073"	38	6596	576.1
	"Lawrence County, AR"	"05075"	95	16410	578.9
	"Lee County, AR"	"05077"	43	8513	505.1
	"Lincoln County, AR"	"05079"	70	12944	540.8
	"Little River County, AR"	"05081"	78	12180	640.4
	"Logan County, AR"	"05083"	138	21410	644.6
	"Lonoke County, AR"	"05085"	339	73921	458.6
	"Madison County, AR"	"05087"	97	16644	582.8
	"Marion County, AR"	"05089"	128	16790	762.4
	"Miller County, AR"	"05091"	200	43177	463.2
	"Mississippi County, AR"	"05093"	258	40066	643.9
	"Monroe County, AR"	"05095"	50	6584	759.4
	"Montgomery County, AR"	"05097"	75	9006	832.8
	"Nevada County, AR"	"05099"	48	8099	592.7
	"Newton County, AR"	"05101"	49	7602	644.6
	"Ouachita County, AR"	"05103"	151	23167	651.8
	"Perry County, AR"	"05105"	62	10327	600.4
	"Phillips County, AR"	"05107"	97	17299	560.7
	"Pike County, AR"	"05109"	77	10643	723.5
	"Poinsett County, AR"	"05111"	174	23283	747.3
	"Polk County, AR"	"05113"	112	19707	568.3
	"Pope County, AR"	"05115"	294	64334	457.0
	"Prairie County, AR"	"05117"	72	7966	903.8
	"Pulaski County, AR"	"05119"	1645	392980	418.6
	"Randolph County, AR"	"05121"	109	18247	597.4
	"St. Francis County, AR"	"05123"	127	24682	514.5
	"Saline County, AR"	"05125"	576	123968	464.6
	"Scott County, AR"	"05127"	67	10164	659.2
	"Searcy County, AR"	"05129"	74	7842	943.6
	"Sebastian County, AR"	"05131"	632	127590	495.3
	"Sevier County, AR"	"05133"	66	16702	395.2
	"Sharp County, AR"	"05135"	127	17424	728.9
	"Stone County, AR"	"05137"	92	12674	725.9
	"Union County, AR"	"05139"	209	38219	546.8
	"Van Buren County, AR"	"05141"	114	16541	689.2
	"Washington County, AR"	"05143"	810	243216	333.0
	"White County, AR"	"05145"	417	78729	529.7
	"Woodruff County, AR"	"05147"	44	6264	702.4
	"Yell County, AR"	"05149"	102	21181	481.6
	"Alameda County, CA"	"06001"	4377	1662323	263.3
	"Amador County, CA"	"06005"	214	40083	533.9
	"Butte County, CA"	"06007"	924	212744	434.3
	"Calaveras County, CA"	"06009"	233	46308	503.2
	"Colusa County, CA"	"06011"	66	21558	306.2
	"Contra Costa County, CA"	"06013"	3482	1152333	302.2
	"Del Norte County, CA"	"06015"	145	27968	518.4
	"El Dorado County, CA"	"06017"	717	192925	371.6
	"Fresno County, CA"	"06019"	3393	1000918	339.0
	"Glenn County, CA"	"06021"	134	28283	473.8
	"Humboldt County, CA"	"06023"	601	134977	445.3
	"Imperial County, CA"	"06025"	582	180267	322.9
	"Inyo County, CA"	"06027"	102	18046	565.2
	"Kern County, CA"	"06029"	2976	901362	330.2
	"Kings County, CA"	"06031"	428	152692	280.3
	"Lake County, CA"	"06033"	377	64479	584.7
	"Lassen County, CA"	"06035"	133	30016	443.1
	"Los Angeles County, CA"	"06037"	29629	9943046	298.0
	"Madera County, CA"	"06039"	561	157761	355.6
	"Marin County, CA"	"06041"	815	257332	316.7
	"Mariposa County, CA"	"06043"	84	17160	489.5
	"Mendocino County, CA"	"06045"	366	86061	425.3
	"Merced County, CA"	"06047"	863	279252	309.0
	"Modoc County, CA"	"06049"	49	8763	559.2
	"Mono County, CA"	"06051"	21	14534	144.5
	"Monterey County, CA"	"06053"	1128	430906	261.8
	"Napa County, CA"	"06055"	502	135965	369.2
	"Nevada County, CA"	"06057"	441	99606	442.7
	"Orange County, CA"	"06059"	9284	3166857	293.2
	"Placer County, CA"	"06061"	1540	402950	382.2
	"Plumas County, CA"	"06063"	99	18967	522.0
	"Riverside County, CA"	"06065"	8301	2489188	333.5
	"Sacramento County, CA"	"06067"	5328	1559146	341.7
	"San Benito County, CA"	"06069"	173	64055	270.1
	"San Bernardino County, CA"	"06071"	7239	2189183	330.7
	"San Diego County, CA"	"06073"	9951	3332427	298.6
	"San Francisco County, CA"	"06075"	2522	866606	291.0
	"San Joaquin County, CA"	"06077"	2546	767967	331.5
	"San Luis Obispo County, CA"	"06079"	1085	282249	384.4
	"San Mateo County, CA"	"06081"	1995	758308	263.1
	"Santa Barbara County, CA"	"06083"	1334	444766	299.9
	"Santa Clara County, CA"	"06085"	4259	1907105	223.3
	"Santa Cruz County, CA"	"06087"	752	269925	278.6
	"Shasta County, CA"	"06089"	996	179027	556.3
	"Sierra County, CA"	"06091"	14	2920	Unreliable
	"Siskiyou County, CA"	"06093"	269	43245	622.0
	"Solano County, CA"	"06095"	1591	446935	356.0
	"Sonoma County, CA"	"06097"	1711	489819	349.3
	"Stanislaus County, CA"	"06099"	2016	550081	366.5
	"Sutter County, CA"	"06101"	374	96385	388.0
	"Tehama County, CA"	"06103"	359	64494	556.6
	"Trinity County, CA"	"06105"	60	12216	491.2
	"Tulare County, CA"	"06107"	1488	468680	317.5
	"Tuolumne County, CA"	"06109"	317	54515	581.5
	"Ventura County, CA"	"06111"	2651	841387	315.1
	"Yolo County, CA"	"06113"	595	219728	270.8
	"Yuba County, CA"	"06115"	283	80160	353.0
	"Adams County, CO"	"08001"	1487	519883	286.0
	"Alamosa County, CO"	"08003"	64	16180	395.6
	"Arapahoe County, CO"	"08005"	1831	657452	278.5
	"Archuleta County, CO"	"08007"	54	14196	380.4
	"Baca County, CO"	"08009"	28	3555	787.6
	"Bent County, CO"	"08011"	29	5356	541.4
	"Boulder County, CO"	"08013"	816	327171	249.4
	"Broomfield County, CO"	"08014"	205	72236	283.8
	"Chaffee County, CO"	"08015"	82	20661	396.9
	"Cheyenne County, CO"	"08017"	10	1795	Unreliable
	"Clear Creek County, CO"	"08019"	28	9586	292.1
	"Conejos County, CO"	"08021"	42	8143	515.8
	"Costilla County, CO"	"08023"	18	3921	Unreliable
	"Crowley County, CO"	"08025"	30	5696	526.7
	"Custer County, CO"	"08027"	28	5183	540.2
	"Delta County, CO"	"08029"	195	31067	627.7
	"Denver County, CO"	"08031"	2044	735538	277.9
	"Dolores County, CO"	"08033"	12	2096	Unreliable
	"Douglas County, CO"	"08035"	807	360750	223.7
	"Eagle County, CO"	"08037"	68	54929	123.8
	"Elbert County, CO"	"08039"	81	27313	296.6
	"El Paso County, CO"	"08041"	2423	728310	332.7
	"Fremont County, CO"	"08043"	260	47867	543.2
	"Garfield County, CO"	"08045"	156	60366	258.4
	"Gilpin County, CO"	"08047"	11	6235	Unreliable
	"Grand County, CO"	"08049"	41	15794	259.6
	"Gunnison County, CO"	"08051"	30	17593	170.5
	"Huerfano County, CO"	"08055"	49	6883	711.9
	"Jefferson County, CO"	"08059"	2070	583283	354.9
	"Kit Carson County, CO"	"08063"	29	7121	407.2
	"Lake County, CO"	"08065"	13	7987	Unreliable
	"La Plata County, CO"	"08067"	176	56564	311.2
	"Larimer County, CO"	"08069"	1050	360428	291.3
	"Las Animas County, CO"	"08071"	97	14420	672.7
	"Lincoln County, CO"	"08073"	24	5680	422.5
	"Logan County, CO"	"08075"	93	21974	423.2
	"Mesa County, CO"	"08077"	696	155603	447.3
	"Moffat County, CO"	"08081"	52	13144	395.6
	"Montezuma County, CO"	"08083"	142	26408	537.7
	"Montrose County, CO"	"08085"	197	43322	454.7
	"Morgan County, CO"	"08087"	103	28941	355.9
	"Otero County, CO"	"08089"	113	18201	620.8
	"Ouray County, CO"	"08091"	17	5001	Unreliable
	"Park County, CO"	"08093"	54	18955	284.9
	"Phillips County, CO"	"08095"	30	4367	687.0
	"Pitkin County, CO"	"08097"	27	17894	150.9
	"Prowers County, CO"	"08099"	52	12106	429.5
	"Pueblo County, CO"	"08101"	925	169823	544.7
	"Rio Blanco County, CO"	"08103"	26	6342	410.0
	"Rio Grande County, CO"	"08105"	63	11296	557.7
	"Routt County, CO"	"08107"	53	25560	207.4
	"Saguache County, CO"	"08109"	38	6938	547.7
	"San Miguel County, CO"	"08113"	16	8105	Unreliable
	"Sedgwick County, CO"	"08115"	25	2260	1106.2
	"Summit County, CO"	"08117"	29	30631	94.7
	"Teller County, CO"	"08119"	92	25529	360.4
	"Washington County, CO"	"08121"	26	4875	533.3
	"Weld County, CO"	"08123"	903	333983	270.4
	"Yuma County, CO"	"08125"	36	10047	358.3
	"Fairfield County, CT"	"09001"	3004	942426	318.8
	"Hartford County, CT"	"09003"	3578	889226	402.4
	"Litchfield County, CT"	"09005"	817	179610	454.9
	"Middlesex County, CT"	"09007"	687	161657	425.0
	"New Haven County, CT"	"09009"	3487	851948	409.3
	"New London County, CT"	"09011"	1160	264999	437.7
	"Tolland County, CT"	"09013"	506	150600	336.0
	"Windham County, CT"	"09015"	529	116540	453.9
	"Kent County, DE"	"10001"	905	183643	492.8
	"New Castle County, DE"	"10003"	2185	561531	389.1
	"Sussex County, DE"	"10005"	1406	241635	581.9
	"District of Columbia, DC"	"11001"	2048	712816	287.3
	"Alachua County, FL"	"12001"	886	271218	326.7
	"Baker County, FL"	"12003"	135	29566	456.6
	"Bay County, FL"	"12005"	888	171322	518.3
	"Bradford County, FL"	"12007"	140	28593	489.6
	"Brevard County, FL"	"12009"	3369	608459	553.7
	"Broward County, FL"	"12011"	6624	1958105	338.3
	"Calhoun County, FL"	"12013"	75	14078	532.7
	"Charlotte County, FL"	"12015"	1267	194711	650.7
	"Citrus County, FL"	"12017"	1312	153010	857.5
	"Clay County, FL"	"12019"	957	221770	431.5
	"Collier County, FL"	"12021"	1680	392973	427.5
	"Columbia County, FL"	"12023"	432	72654	594.6
	"DeSoto County, FL"	"12027"	150	38520	389.4
	"Dixie County, FL"	"12029"	103	17057	603.9
	"Duval County, FL"	"12031"	3837	966728	396.9
	"Escambia County, FL"	"12033"	1628	322364	505.0
	"Flagler County, FL"	"12035"	697	118451	588.4
	"Franklin County, FL"	"12037"	72	12201	590.1
	"Gadsden County, FL"	"12039"	226	45277	499.1
	"Gilchrist County, FL"	"12041"	97	18885	513.6
	"Glades County, FL"	"12043"	59	14198	415.6
	"Gulf County, FL"	"12045"	100	13534	738.9
	"Hamilton County, FL"	"12047"	77	14521	530.3
	"Hardee County, FL"	"12049"	122	26822	454.9
	"Hendry County, FL"	"12051"	148	42813	345.7
	"Hernando County, FL"	"12053"	1333	198792	670.6
	"Highlands County, FL"	"12055"	761	106639	713.6
	"Hillsborough County, FL"	"12057"	5061	1497957	337.9
	"Holmes County, FL"	"12059"	128	19594	653.3
	"Indian River County, FL"	"12061"	1028	162518	632.5
	"Jackson County, FL"	"12063"	280	46085	607.6
	"Jefferson County, FL"	"12065"	85	14543	584.5
	"Lafayette County, FL"	"12067"	47	8482	554.1
	"Lake County, FL"	"12069"	2081	375492	554.2
	"Lee County, FL"	"12071"	3569	790767	451.3
	"Leon County, FL"	"12073"	939	295460	317.8
	"Levy County, FL"	"12075"	240	42214	568.5
	"Liberty County, FL"	"12077"	27	8364	322.8
	"Madison County, FL"	"12079"	118	18707	630.8
	"Manatee County, FL"	"12081"	1901	411219	462.3
	"Marion County, FL"	"12083"	2494	373513	667.7
	"Martin County, FL"	"12085"	875	162088	539.8
	"Miami-Dade County, FL"	"12086"	9100	2707303	336.1
	"Monroe County, FL"	"12087"	313	73900	423.5
	"Nassau County, FL"	"12089"	425	91113	466.5
	"Okaloosa County, FL"	"12091"	900	212820	422.9
	"Okeechobee County, FL"	"12093"	218	42297	515.4
	"Orange County, FL"	"12095"	3974	1404396	283.0
	"Osceola County, FL"	"12097"	1276	385315	331.2
	"Palm Beach County, FL"	"12099"	6408	1507600	425.0
	"Pasco County, FL"	"12101"	2965	570412	519.8
	"Pinellas County, FL"	"12103"	5201	976802	532.5
	"Polk County, FL"	"12105"	3381	744552	454.1
	"Putnam County, FL"	"12107"	477	74815	637.6
	"St. Johns County, FL"	"12109"	978	278715	350.9
	"St. Lucie County, FL"	"12111"	1617	337186	479.6
	"Santa Rosa County, FL"	"12113"	807	189139	426.7
	"Sarasota County, FL"	"12115"	2562	443465	577.7
	"Seminole County, FL"	"12117"	1573	474171	331.7
	"Sumter County, FL"	"12119"	1033	139018	743.1
	"Suwannee County, FL"	"12121"	269	44851	599.8
	"Taylor County, FL"	"12123"	138	21600	638.9
	"Union County, FL"	"12125"	95	15182	625.7
	"Volusia County, FL"	"12127"	3230	561497	575.2
	"Wakulla County, FL"	"12129"	154	34319	448.7
	"Walton County, FL"	"12131"	352	76648	459.2
	"Washington County, FL"	"12133"	141	25932	543.7
	"Appling County, GA"	"13001"	91	18325	496.6
	"Atkinson County, GA"	"13003"	38	8393	452.8
	"Bacon County, GA"	"13005"	62	11036	561.8
	"Baker County, GA"	"13007"	10	2971	Unreliable
	"Baldwin County, GA"	"13009"	180	45099	399.1
	"Banks County, GA"	"13011"	91	19352	470.2
	"Barrow County, GA"	"13013"	299	85588	349.3
	"Bartow County, GA"	"13015"	443	109426	404.8
	"Ben Hill County, GA"	"13017"	82	16614	493.6
	"Berrien County, GA"	"13019"	97	19408	499.8
	"Bibb County, GA"	"13021"	788	152737	515.9
	"Bleckley County, GA"	"13023"	64	12955	494.0
	"Brantley County, GA"	"13025"	98	19202	510.4
	"Brooks County, GA"	"13027"	92	15357	599.1
	"Bryan County, GA"	"13029"	127	40755	311.6
	"Bulloch County, GA"	"13031"	279	80839	345.1
	"Burke County, GA"	"13033"	109	22648	481.3
	"Butts County, GA"	"13035"	134	25426	527.0
	"Calhoun County, GA"	"13037"	22	6231	353.1
	"Camden County, GA"	"13039"	158	55388	285.3
	"Candler County, GA"	"13043"	61	10985	555.3
	"Carroll County, GA"	"13045"	498	121633	409.4
	"Catoosa County, GA"	"13047"	336	67996	494.1
	"Charlton County, GA"	"13049"	61	13430	454.2
	"Chatham County, GA"	"13051"	1153	289463	398.3
	"Chattahoochee County, GA"	"13053"	16	10551	Unreliable
	"Chattooga County, GA"	"13055"	184	24843	740.7
	"Cherokee County, GA"	"13057"	851	265274	320.8
	"Clarke County, GA"	"13059"	349	127795	273.1
	"Clay County, GA"	"13061"	11	2866	Unreliable
	"Clayton County, GA"	"13063"	800	292646	273.4
	"Clinch County, GA"	"13065"	27	6582	410.2
	"Cobb County, GA"	"13067"	1978	762944	259.3
	"Coffee County, GA"	"13069"	190	43218	439.6
	"Colquitt County, GA"	"13071"	214	45542	469.9
	"Columbia County, GA"	"13073"	488	160377	304.3
	"Cook County, GA"	"13075"	108	17291	624.6
	"Coweta County, GA"	"13077"	512	150849	339.4
	"Crawford County, GA"	"13079"	53	12231	433.3
	"Crisp County, GA"	"13081"	104	22034	472.0
	"Dade County, GA"	"13083"	83	16057	516.9
	"Dawson County, GA"	"13085"	129	27113	475.8
	"Decatur County, GA"	"13087"	146	26457	551.8
	"DeKalb County, GA"	"13089"	1991	762009	261.3
	"Dodge County, GA"	"13091"	96	20452	469.4
	"Dooly County, GA"	"13093"	56	13174	425.1
	"Dougherty County, GA"	"13095"	435	86477	503.0
	"Douglas County, GA"	"13097"	421	147988	284.5
	"Early County, GA"	"13099"	64	10037	637.6
	"Effingham County, GA"	"13103"	214	65765	325.4
	"Elbert County, GA"	"13105"	139	19335	718.9
	"Emanuel County, GA"	"13107"	121	22507	537.6
	"Evans County, GA"	"13109"	45	10638	423.0
	"Fannin County, GA"	"13111"	187	26521	705.1
	"Fayette County, GA"	"13113"	465	115821	401.5
	"Floyd County, GA"	"13115"	525	98604	532.4
	"Forsyth County, GA"	"13117"	563	250847	224.4
	"Franklin County, GA"	"13119"	144	23504	612.7
	"Fulton County, GA"	"13121"	2931	1077402	272.0
	"Gilmer County, GA"	"13123"	166	31978	519.1
	"Glascock County, GA"	"13125"	20	2984	670.2
	"Glynn County, GA"	"13127"	402	85568	469.8
	"Gordon County, GA"	"13129"	280	58780	476.4
	"Grady County, GA"	"13131"	116	24491	473.6
	"Greene County, GA"	"13133"	89	18837	472.5
	"Gwinnett County, GA"	"13135"	2053	942627	217.8
	"Habersham County, GA"	"13137"	216	46047	469.1
	"Hall County, GA"	"13139"	672	206591	325.3
	"Hancock County, GA"	"13141"	43	8494	506.2
	"Haralson County, GA"	"13143"	164	30383	539.8
	"Harris County, GA"	"13145"	130	36080	360.3
	"Hart County, GA"	"13147"	168	26406	636.2
	"Heard County, GA"	"13149"	60	11973	501.1
	"Henry County, GA"	"13151"	788	239139	329.5
	"Houston County, GA"	"13153"	556	160110	347.3
	"Irwin County, GA"	"13155"	62	9387	660.5
	"Jackson County, GA"	"13157"	303	76199	397.6
	"Jasper County, GA"	"13159"	77	14483	531.7
	"Jeff Davis County, GA"	"13161"	65	15213	427.3
	"Jefferson County, GA"	"13163"	103	15267	674.7
	"Jenkins County, GA"	"13165"	55	8746	628.9
	"Johnson County, GA"	"13167"	51	9667	527.6
	"Jones County, GA"	"13169"	117	28787	406.4
	"Lamar County, GA"	"13171"	86	19261	446.5
	"Lanier County, GA"	"13173"	46	10737	428.4
	"Laurens County, GA"	"13175"	258	47512	543.0
	"Lee County, GA"	"13177"	126	30234	416.7
	"Liberty County, GA"	"13179"	177	63004	280.9
	"Lincoln County, GA"	"13181"	36	8031	448.3
	"Long County, GA"	"13183"	50	20171	247.9
	"Lowndes County, GA"	"13185"	459	118268	388.1
	"Lumpkin County, GA"	"13187"	139	34186	406.6
	"McDuffie County, GA"	"13189"	119	21162	562.3
	"McIntosh County, GA"	"13191"	61	14387	424.0
	"Macon County, GA"	"13193"	61	12712	479.9
	"Madison County, GA"	"13195"	154	30457	505.6
	"Marion County, GA"	"13197"	39	8516	458.0
	"Meriwether County, GA"	"13199"	122	21164	576.5
	"Miller County, GA"	"13201"	38	5622	675.9
	"Mitchell County, GA"	"13205"	118	21602	546.2
	"Monroe County, GA"	"13207"	149	28042	531.3
	"Montgomery County, GA"	"13209"	37	9012	410.6
	"Morgan County, GA"	"13211"	80	19636	407.4
	"Murray County, GA"	"13213"	200	40032	499.6
	"Muscogee County, GA"	"13215"	887	196442	451.5
	"Newton County, GA"	"13217"	403	113295	355.7
	"Oconee County, GA"	"13219"	139	41124	338.0
	"Oglethorpe County, GA"	"13221"	73	15383	474.5
	"Paulding County, GA"	"13223"	512	173359	295.3
	"Peach County, GA"	"13225"	140	27950	500.9
	"Pickens County, GA"	"13227"	208	33127	627.9
	"Pierce County, GA"	"13229"	114	19522	584.0
	"Pike County, GA"	"13231"	108	19121	564.8
	"Polk County, GA"	"13233"	194	42840	452.8
	"Pulaski County, GA"	"13235"	53	11191	473.6
	"Putnam County, GA"	"13237"	128	22520	568.4
	"Quitman County, GA"	"13239"	18	2271	Unreliable
	"Rabun County, GA"	"13241"	90	17273	521.0
	"Randolph County, GA"	"13243"	32	6682	478.9
	"Richmond County, GA"	"13245"	921	202079	455.8
	"Rockdale County, GA"	"13247"	326	90939	358.5
	"Schley County, GA"	"13249"	16	5196	Unreliable
	"Screven County, GA"	"13251"	81	14012	578.1
	"Seminole County, GA"	"13253"	57	8060	707.2
	"Spalding County, GA"	"13255"	361	67414	535.5
	"Stephens County, GA"	"13257"	174	26107	666.5
	"Stewart County, GA"	"13259"	33	6689	493.3
	"Sumter County, GA"	"13261"	150	29282	512.3
	"Talbot County, GA"	"13263"	33	6143	537.2
	"Taliaferro County, GA"	"13265"	12	1562	Unreliable
	"Tattnall County, GA"	"13267"	105	25365	414.0
	"Taylor County, GA"	"13269"	49	8074	606.9
	"Telfair County, GA"	"13271"	57	15781	361.2
	"Terrell County, GA"	"13273"	53	8523	621.8
	"Thomas County, GA"	"13275"	234	44372	527.4
	"Tift County, GA"	"13277"	190	40719	466.6
	"Toombs County, GA"	"13279"	139	26973	515.3
	"Towns County, GA"	"13281"	103	12247	841.0
	"Treutlen County, GA"	"13283"	41	6822	601.0
	"Troup County, GA"	"13285"	327	70214	465.7
	"Turner County, GA"	"13287"	51	7882	647.0
	"Twiggs County, GA"	"13289"	51	8103	629.4
	"Union County, GA"	"13291"	176	25358	694.1
	"Upson County, GA"	"13293"	168	26527	633.3
	"Walker County, GA"	"13295"	397	70116	566.2
	"Walton County, GA"	"13297"	419	96875	432.5
	"Ware County, GA"	"13299"	211	35826	589.0
	"Warren County, GA"	"13301"	31	5232	592.5
	"Washington County, GA"	"13303"	91	20150	451.6
	"Wayne County, GA"	"13305"	163	30023	542.9
	"Wheeler County, GA"	"13309"	34	7751	438.7
	"White County, GA"	"13311"	169	31094	543.5
	"Whitfield County, GA"	"13313"	402	103837	387.1
	"Wilcox County, GA"	"13315"	59	8502	694.0
